projection,unit,sex,age,geo,time,value
Sensitivity test: no migration,Person,Total,Total,Latvia,2073,1508791
Sensitivity test: no migration,Person,Total,Total,Latvia,2074,1502694
Sensitivity test: no migration,Person,Total,Total,Latvia,2075,1496663
Sensitivity test: no migration,Person,Total,Total,Latvia,2076,1490687
Sensitivity test: no migration,Person,Total,Total,Latvia,2077,1484768
Sensitivity test: no migration,Person,Total,Total,Latvia,2078,1478903
Sensitivity test: no migration,Person,Total,Total,Latvia,2079,1473114
Sensitivity test: no migration,Person,Total,Total,Latvia,2080,1467394
Sensitivity test: no migration,Person,Total,Total,Latvia,2081,1461781
Sensitivity test: no migration,Person,Total,Total,Latvia,2082,1456276
Sensitivity test: no migration,Person,Total,Total,Latvia,2083,1450919
Sensitivity test: no migration,Person,Total,Total,Latvia,2084,1445724
Sensitivity test: no migration,Person,Total,Total,Latvia,2085,1440715
Sensitivity test: no migration,Person,Total,Total,Latvia,2086,1435918
Sensitivity test: no migration,Person,Total,Total,Latvia,2087,1431331
Sensitivity test: no migration,Person,Total,Total,Latvia,2088,1426968
Sensitivity test: no migration,Person,Total,Total,Latvia,2089,1422815
Sensitivity test: no migration,Person,Total,Total,Latvia,2090,1418862
Sensitivity test: no migration,Person,Total,Total,Latvia,2091,1415068
Sensitivity test: no migration,Person,Total,Total,Latvia,2092,1411431
Sensitivity test: no migration,Person,Total,Total,Latvia,2093,1407894
Sensitivity test: no migration,Person,Total,Total,Latvia,2094,1404420
Sensitivity test: no migration,Person,Total,Total,Latvia,2095,1400962
Sensitivity test: no migration,Person,Total,Total,Latvia,2096,1397483
Sensitivity test: no migration,Person,Total,Total,Latvia,2097,1393938
Sensitivity test: no migration,Person,Total,Total,Latvia,2098,1390308
Sensitivity test: no migration,Person,Total,Total,Latvia,2099,1386559
Sensitivity test: no migration,Person,Total,Total,Latvia,2100,1382679
Sensitivity test: no migration,Person,Total,Total,Malta,2018,475701
Sensitivity test: no migration,Person,Total,Total,Malta,2019,476760
Sensitivity test: no migration,Person,Total,Total,Malta,2020,477735
Sensitivity test: no migration,Person,Total,Total,Malta,2021,478609
Sensitivity test: no migration,Person,Total,Total,Malta,2022,479365
Sensitivity test: no migration,Person,Total,Total,Malta,2023,479962
Sensitivity test: no migration,Person,Total,Total,Malta,2024,480393
Sensitivity test: no migration,Person,Total,Total,Malta,2025,480624
Sensitivity test: no migration,Person,Total,Total,Malta,2026,480647
Sensitivity test: no migration,Person,Total,Total,Malta,2027,480456
Sensitivity test: no migration,Person,Total,Total,Malta,2028,480035
Sensitivity test: no migration,Person,Total,Total,Malta,2029,479389
Sensitivity test: no migration,Person,Total,Total,Malta,2030,478525
Sensitivity test: no migration,Person,Total,Total,Malta,2031,477433
Sensitivity test: no migration,Person,Total,Total,Malta,2032,476137
Sensitivity test: no migration,Person,Total,Total,Malta,2033,474640
Sensitivity test: no migration,Person,Total,Total,Malta,2034,472963
Sensitivity test: no migration,Person,Total,Total,Malta,2035,471121
Sensitivity test: no migration,Person,Total,Total,Malta,2036,469123
Sensitivity test: no migration,Person,Total,Total,Malta,2037,467001
Sensitivity test: no migration,Person,Total,Total,Malta,2038,464780
Sensitivity test: no migration,Person,Total,Total,Malta,2039,462462
Sensitivity test: no migration,Person,Total,Total,Malta,2040,460080
Sensitivity test: no migration,Person,Total,Total,Malta,2041,457649
Sensitivity test: no migration,Person,Total,Total,Malta,2042,455182
Sensitivity test: no migration,Person,Total,Total,Malta,2043,452682
Sensitivity test: no migration,Person,Total,Total,Malta,2044,450170
Sensitivity test: no migration,Person,Total,Total,Malta,2045,447654
Sensitivity test: no migration,Person,Total,Total,Malta,2046,445130
Sensitivity test: no migration,Person,Total,Total,Malta,2047,442619
Sensitivity test: no migration,Person,Total,Total,Malta,2048,440115
Sensitivity test: no migration,Person,Total,Total,Malta,2049,437610
Sensitivity test: no migration,Person,Total,Total,Malta,2050,435093
Sensitivity test: no migration,Person,Total,Total,Malta,2051,432584
Sensitivity test: no migration,Person,Total,Total,Malta,2052,430071
Sensitivity test: no migration,Person,Total,Total,Malta,2053,427529
Sensitivity test: no migration,Person,Total,Total,Malta,2054,424975
Sensitivity test: no migration,Person,Total,Total,Malta,2055,422392
Sensitivity test: no migration,Person,Total,Total,Malta,2056,419781
Sensitivity test: no migration,Person,Total,Total,Malta,2057,417129
Sensitivity test: no migration,Person,Total,Total,Malta,2058,414442
Sensitivity test: no migration,Person,Total,Total,Malta,2059,411698
Sensitivity test: no migration,Person,Total,Total,Malta,2060,408902
Sensitivity test: no migration,Person,Total,Total,Malta,2061,406045
Sensitivity test: no migration,Person,Total,Total,Malta,2062,403103
Sensitivity test: no migration,Person,Total,Total,Malta,2063,400091
Sensitivity test: no migration,Person,Total,Total,Malta,2064,396995
Sensitivity test: no migration,Person,Total,Total,Malta,2065,393817
Sensitivity test: no migration,Person,Total,Total,Malta,2066,390552
Sensitivity test: no migration,Person,Total,Total,Malta,2067,387195
Sensitivity test: no migration,Person,Total,Total,Malta,2068,383752
Sensitivity test: no migration,Person,Total,Total,Malta,2069,380229
Sensitivity test: no migration,Person,Total,Total,Malta,2070,376630
Sensitivity test: no migration,Person,Total,Total,Malta,2071,372961
Sensitivity test: no migration,Person,Total,Total,Malta,2072,369236
Sensitivity test: no migration,Person,Total,Total,Malta,2073,365458
Sensitivity test: no migration,Person,Total,Total,Malta,2074,361640
Sensitivity test: no migration,Person,Total,Total,Malta,2075,357792
Sensitivity test: no migration,Person,Total,Total,Malta,2076,353923
Sensitivity test: no migration,Person,Total,Total,Malta,2077,350038
Sensitivity test: no migration,Person,Total,Total,Malta,2078,346159
Sensitivity test: no migration,Person,Total,Total,Malta,2079,342285
Sensitivity test: no migration,Person,Total,Total,Malta,2080,338440
Sensitivity test: no migration,Person,Total,Total,Malta,2081,334637
Sensitivity test: no migration,Person,Total,Total,Malta,2082,330872
Sensitivity test: no migration,Person,Total,Total,Malta,2083,327167
Sensitivity test: no migration,Person,Total,Total,Malta,2084,323541
Sensitivity test: no migration,Person,Total,Total,Malta,2085,320002
Sensitivity test: no migration,Person,Total,Total,Malta,2086,316561
Sensitivity test: no migration,Person,Total,Total,Malta,2087,313230
Sensitivity test: no migration,Person,Total,Total,Malta,2088,310016
Sensitivity test: no migration,Person,Total,Total,Malta,2089,306933
Sensitivity test: no migration,Person,Total,Total,Malta,2090,303987
Sensitivity test: no migration,Person,Total,Total,Malta,2091,301174
Sensitivity test: no migration,Person,Total,Total,Malta,2092,298498
Sensitivity test: no migration,Person,Total,Total,Malta,2093,295961
Sensitivity test: no migration,Person,Total,Total,Malta,2094,293544
Sensitivity test: no migration,Person,Total,Total,Malta,2095,291235
Sensitivity test: no migration,Person,Total,Total,Malta,2096,289027
Sensitivity test: no migration,Person,Total,Total,Malta,2097,286901
Sensitivity test: no migration,Person,Total,Total,Malta,2098,284837
Sensitivity test: no migration,Person,Total,Total,Malta,2099,282831
Sensitivity test: no migration,Person,Total,Total,Malta,2100,280859
Sensitivity test: no migration,Person,Total,Total,Netherlands,2018,17181084
Sensitivity test: no migration,Person,Total,Total,Netherlands,2019,17194984
Sensitivity test: no migration,Person,Total,Total,Netherlands,2020,17213417
Sensitivity test: no migration,Person,Total,Total,Netherlands,2021,17231050
Sensitivity test: no migration,Person,Total,Total,Netherlands,2022,17247241
Sensitivity test: no migration,Person,Total,Total,Netherlands,2023,17261632
Sensitivity test: no migration,Person,Total,Total,Netherlands,2024,17273873
Sensitivity test: no migration,Person,Total,Total,Netherlands,2025,17283627
Sensitivity test: no migration,Person,Total,Total,Netherlands,2026,17290561
Sensitivity test: no migration,Person,Total,Total,Netherlands,2027,17294382
Sensitivity test: no migration,Person,Total,Total,Netherlands,2028,17294788
Sensitivity test: no migration,Person,Total,Total,Netherlands,2029,17291543
Sensitivity test: no migration,Person,Total,Total,Netherlands,2030,17284427
Sensitivity test: no migration,Person,Total,Total,Netherlands,2031,17273235
Sensitivity test: no migration,Person,Total,Total,Netherlands,2032,17257806
Sensitivity test: no migration,Person,Total,Total,Netherlands,2033,17238000
Sensitivity test: no migration,Person,Total,Total,Netherlands,2034,17213740
Sensitivity test: no migration,Person,Total,Total,Netherlands,2035,17185000
Sensitivity test: no migration,Person,Total,Total,Netherlands,2036,17151816
Sensitivity test: no migration,Person,Total,Total,Netherlands,2037,17114283
Sensitivity test: no migration,Person,Total,Total,Netherlands,2038,17072565
Sensitivity test: no migration,Person,Total,Total,Netherlands,2039,17026860
Sensitivity test: no migration,Person,Total,Total,Netherlands,2040,16977387
Sensitivity test: no migration,Person,Total,Total,Netherlands,2041,16924369
Sensitivity test: no migration,Person,Total,Total,Netherlands,2042,16868068
Sensitivity test: no migration,Person,Total,Total,Netherlands,2043,16808716
Sensitivity test: no migration,Person,Total,Total,Netherlands,2044,16746554
Sensitivity test: no migration,Person,Total,Total,Netherlands,2045,16681804
Sensitivity test: no migration,Person,Total,Total,Netherlands,2046,16614706
Sensitivity test: no migration,Person,Total,Total,Netherlands,2047,16545434
Sensitivity test: no migration,Person,Total,Total,Netherlands,2048,16474268
Sensitivity test: no migration,Person,Total,Total,Netherlands,2049,16401413
Sensitivity test: no migration,Person,Total,Total,Netherlands,2050,16327047
Sensitivity test: no migration,Person,Total,Total,Netherlands,2051,16251362
Sensitivity test: no migration,Person,Total,Total,Netherlands,2052,16174553
Sensitivity test: no migration,Person,Total,Total,Netherlands,2053,16096827
Sensitivity test: no migration,Person,Total,Total,Netherlands,2054,16018432
Sensitivity test: no migration,Person,Total,Total,Netherlands,2055,15939614
Sensitivity test: no migration,Person,Total,Total,Netherlands,2056,15860580
Sensitivity test: no migration,Person,Total,Total,Netherlands,2057,15781581
Sensitivity test: no migration,Person,Total,Total,Netherlands,2058,15702829
Sensitivity test: no migration,Person,Total,Total,Netherlands,2059,15624536
Sensitivity test: no migration,Person,Total,Total,Netherlands,2060,15546913
Sensitivity test: no migration,Person,Total,Total,Netherlands,2061,15470129
Sensitivity test: no migration,Person,Total,Total,Netherlands,2062,15394323
Sensitivity test: no migration,Person,Total,Total,Netherlands,2063,15319610
Sensitivity test: no migration,Person,Total,Total,Netherlands,2064,15246056
Sensitivity test: no migration,Person,Total,Total,Netherlands,2065,15173697
Sensitivity test: no migration,Person,Total,Total,Netherlands,2066,15102539
Sensitivity test: no migration,Person,Total,Total,Netherlands,2067,15032511
Sensitivity test: no migration,Person,Total,Total,Netherlands,2068,14963514
Sensitivity test: no migration,Person,Total,Total,Netherlands,2069,14895395
Sensitivity test: no migration,Person,Total,Total,Netherlands,2070,14827960
Sensitivity test: no migration,Person,Total,Total,Netherlands,2071,14761025
Sensitivity test: no migration,Person,Total,Total,Netherlands,2072,14694332
Sensitivity test: no migration,Person,Total,Total,Netherlands,2073,14627620
Sensitivity test: no migration,Person,Total,Total,Netherlands,2074,14560617
Sensitivity test: no migration,Person,Total,Total,Netherlands,2075,14493077
Sensitivity test: no migration,Person,Total,Total,Netherlands,2076,14424814
Sensitivity test: no migration,Person,Total,Total,Netherlands,2077,14355668
Sensitivity test: no migration,Person,Total,Total,Netherlands,2078,14285589
Sensitivity test: no migration,Person,Total,Total,Netherlands,2079,14214556
Sensitivity test: no migration,Person,Total,Total,Netherlands,2080,14142637
Sensitivity test: no migration,Person,Total,Total,Netherlands,2081,14069894
Sensitivity test: no migration,Person,Total,Total,Netherlands,2082,13996464
Sensitivity test: no migration,Person,Total,Total,Netherlands,2083,13922488
Sensitivity test: no migration,Person,Total,Total,Netherlands,2084,13848079
Sensitivity test: no migration,Person,Total,Total,Netherlands,2085,13773379
Sensitivity test: no migration,Person,Total,Total,Netherlands,2086,13698562
Sensitivity test: no migration,Person,Total,Total,Netherlands,2087,13623798
Sensitivity test: no migration,Person,Total,Total,Netherlands,2088,13549275
Sensitivity test: no migration,Person,Total,Total,Netherlands,2089,13475153
Sensitivity test: no migration,Person,Total,Total,Netherlands,2090,13401547
Sensitivity test: no migration,Person,Total,Total,Netherlands,2091,13328557
Sensitivity test: no migration,Person,Total,Total,Netherlands,2092,13256298
Sensitivity test: no migration,Person,Total,Total,Netherlands,2093,13184835
Sensitivity test: no migration,Person,Total,Total,Netherlands,2094,13114217
Sensitivity test: no migration,Person,Total,Total,Netherlands,2095,13044438
Sensitivity test: no migration,Person,Total,Total,Netherlands,2096,12975531
Sensitivity test: no migration,Person,Total,Total,Netherlands,2097,12907483
Sensitivity test: no migration,Person,Total,Total,Netherlands,2098,12840296
Sensitivity test: no migration,Person,Total,Total,Netherlands,2099,12773964
Sensitivity test: no migration,Person,Total,Total,Netherlands,2100,12708534
Sensitivity test: no migration,Person,Total,Total,Norway,2018,5295619
Sensitivity test: no migration,Person,Total,Total,Norway,2019,5310570
Sensitivity test: no migration,Person,Total,Total,Norway,2020,5325259
Sensitivity test: no migration,Person,Total,Total,Norway,2021,5339545
Sensitivity test: no migration,Person,Total,Total,Norway,2022,5353306
Sensitivity test: no migration,Person,Total,Total,Norway,2023,5366369
Sensitivity test: no migration,Person,Total,Total,Norway,2024,5378604
Sensitivity test: no migration,Person,Total,Total,Norway,2025,5389889
Sensitivity test: no migration,Person,Total,Total,Norway,2026,5400135
Sensitivity test: no migration,Person,Total,Total,Norway,2027,5409229
Sensitivity test: no migration,Person,Total,Total,Norway,2028,5417105
Sensitivity test: no migration,Person,Total,Total,Norway,2029,5423719
Sensitivity test: no migration,Person,Total,Total,Norway,2030,5429056
Sensitivity test: no migration,Person,Total,Total,Norway,2031,5433099
Sensitivity test: no migration,Person,Total,Total,Norway,2032,5435862
Sensitivity test: no migration,Person,Total,Total,Norway,2033,5437388
Sensitivity test: no migration,Person,Total,Total,Norway,2034,5437726
Sensitivity test: no migration,Person,Total,Total,Norway,2035,5436922
Sensitivity test: no migration,Person,Total,Total,Norway,2036,5435039
Sensitivity test: no migration,Person,Total,Total,Norway,2037,5432123
Sensitivity test: no migration,Person,Total,Total,Norway,2038,5428227
Sensitivity test: no migration,Person,Total,Total,Norway,2039,5423377
Sensitivity test: no migration,Person,Total,Total,Norway,2040,5417597
Sensitivity test: no migration,Person,Total,Total,Norway,2041,5410904
Sensitivity test: no migration,Person,Total,Total,Norway,2042,5403305
Sensitivity test: no migration,Person,Total,Total,Norway,2043,5394783
Sensitivity test: no migration,Person,Total,Total,Norway,2044,5385352
Sensitivity test: no migration,Person,Total,Total,Norway,2045,5374972
Sensitivity test: no migration,Person,Total,Total,Norway,2046,5363660
Sensitivity test: no migration,Person,Total,Total,Norway,2047,5351393
Sensitivity test: no migration,Person,Total,Total,Norway,2048,5338161
Sensitivity test: no migration,Person,Total,Total,Norway,2049,5323981
Sensitivity test: no migration,Person,Total,Total,Norway,2050,5308856
Sensitivity test: no migration,Person,Total,Total,Norway,2051,5292788
Sensitivity test: no migration,Person,Total,Total,Norway,2052,5275820
Sensitivity test: no migration,Person,Total,Total,Norway,2053,5257973
Sensitivity test: no migration,Person,Total,Total,Norway,2054,5239301
Sensitivity test: no migration,Person,Total,Total,Norway,2055,5219849
Sensitivity test: no migration,Person,Total,Total,Norway,2056,5199668
Sensitivity test: no migration,Person,Total,Total,Norway,2057,5178803
Sensitivity test: no migration,Person,Total,Total,Norway,2058,5157322
Sensitivity test: no migration,Person,Total,Total,Norway,2059,5135285
Sensitivity test: no migration,Person,Total,Total,Norway,2060,5112752
Sensitivity test: no migration,Person,Total,Total,Norway,2061,5089808
Sensitivity test: no migration,Person,Total,Total,Norway,2062,5066516
Sensitivity test: no migration,Person,Total,Total,Norway,2063,5042965
Sensitivity test: no migration,Person,Total,Total,Norway,2064,5019219
Sensitivity test: no migration,Person,Total,Total,Norway,2065,4995351
Sensitivity test: no migration,Person,Total,Total,Norway,2066,4971417
Sensitivity test: no migration,Person,Total,Total,Norway,2067,4947483
Sensitivity test: no migration,Person,Total,Total,Norway,2068,4923584
Sensitivity test: no migration,Person,Total,Total,Norway,2069,4899734
Sensitivity test: no migration,Person,Total,Total,Norway,2070,4875942
Sensitivity test: no migration,Person,Total,Total,Norway,2071,4852190
Sensitivity test: no migration,Person,Total,Total,Norway,2072,4828443
Sensitivity test: no migration,Person,Total,Total,Norway,2073,4804652
Sensitivity test: no migration,Person,Total,Total,Norway,2074,4780781
Sensitivity test: no migration,Person,Total,Total,Norway,2075,4756777
Sensitivity test: no migration,Person,Total,Total,Norway,2076,4732598
Sensitivity test: no migration,Person,Total,Total,Norway,2077,4708197
Sensitivity test: no migration,Person,Total,Total,Norway,2078,4683549
Sensitivity test: no migration,Person,Total,Total,Norway,2079,4658637
Sensitivity test: no migration,Person,Total,Total,Norway,2080,4633472
Sensitivity test: no migration,Person,Total,Total,Norway,2081,4608081
Sensitivity test: no migration,Person,Total,Total,Norway,2082,4582500
Sensitivity test: no migration,Person,Total,Total,Norway,2083,4556778
Sensitivity test: no migration,Person,Total,Total,Norway,2084,4530969
Sensitivity test: no migration,Person,Total,Total,Norway,2085,4505127
Sensitivity test: no migration,Person,Total,Total,Norway,2086,4479332
Sensitivity test: no migration,Person,Total,Total,Norway,2087,4453643
Sensitivity test: no migration,Person,Total,Total,Norway,2088,4428115
Sensitivity test: no migration,Person,Total,Total,Norway,2089,4402797
Sensitivity test: no migration,Person,Total,Total,Norway,2090,4377752
Sensitivity test: no migration,Person,Total,Total,Norway,2091,4353003
Sensitivity test: no migration,Person,Total,Total,Norway,2092,4328565
Sensitivity test: no migration,Person,Total,Total,Norway,2093,4304462
Sensitivity test: no migration,Person,Total,Total,Norway,2094,4280648
Sensitivity test: no migration,Person,Total,Total,Norway,2095,4257100
Sensitivity test: no migration,Person,Total,Total,Norway,2096,4233796
Sensitivity test: no migration,Person,Total,Total,Norway,2097,4210707
Sensitivity test: no migration,Person,Total,Total,Norway,2098,4187802
Sensitivity test: no migration,Person,Total,Total,Norway,2099,4165063
Sensitivity test: no migration,Person,Total,Total,Norway,2100,4142463
Sensitivity test: no migration,Person,Total,Total,Poland,2018,37976687
Sensitivity test: no migration,Person,Total,Total,Poland,2019,37950684
Sensitivity test: no migration,Person,Total,Total,Poland,2020,37943392
Sensitivity test: no migration,Person,Total,Total,Poland,2021,37926940
Sensitivity test: no migration,Person,Total,Total,Poland,2022,37899354
Sensitivity test: no migration,Person,Total,Total,Poland,2023,37860536
Sensitivity test: no migration,Person,Total,Total,Poland,2024,37810585
Sensitivity test: no migration,Person,Total,Total,Poland,2025,37749774
Sensitivity test: no migration,Person,Total,Total,Poland,2026,37678572
Sensitivity test: no migration,Person,Total,Total,Poland,2027,37597555
Sensitivity test: no migration,Person,Total,Total,Poland,2028,37507411
Sensitivity test: no migration,Person,Total,Total,Poland,2029,37408814
Sensitivity test: no migration,Person,Total,Total,Poland,2030,37302429
Sensitivity test: no migration,Person,Total,Total,Poland,2031,37188875
Sensitivity test: no migration,Person,Total,Total,Poland,2032,37068819
Sensitivity test: no migration,Person,Total,Total,Poland,2033,36942920
Sensitivity test: no migration,Person,Total,Total,Poland,2034,36811797
Sensitivity test: no migration,Person,Total,Total,Poland,2035,36675977
Sensitivity test: no migration,Person,Total,Total,Poland,2036,36535886
Sensitivity test: no migration,Person,Total,Total,Poland,2037,36391746
Sensitivity test: no migration,Person,Total,Total,Poland,2038,36243631
Sensitivity test: no migration,Person,Total,Total,Poland,2039,36091527
Sensitivity test: no migration,Person,Total,Total,Poland,2040,35935450
Sensitivity test: no migration,Person,Total,Total,Poland,2041,35775488
Sensitivity test: no migration,Person,Total,Total,Poland,2042,35611865
Sensitivity test: no migration,Person,Total,Total,Poland,2043,35444919
Sensitivity test: no migration,Person,Total,Total,Poland,2044,35275095
Sensitivity test: no migration,Person,Total,Total,Poland,2045,35102886
Sensitivity test: no migration,Person,Total,Total,Poland,2046,34928808
Sensitivity test: no migration,Person,Total,Total,Poland,2047,34753279
Sensitivity test: no migration,Person,Total,Total,Poland,2048,34576740
Sensitivity test: no migration,Person,Total,Total,Poland,2049,34399502
Sensitivity test: no migration,Person,Total,Total,Poland,2050,34221758
Sensitivity test: no migration,Person,Total,Total,Poland,2051,34043586
Sensitivity test: no migration,Person,Total,Total,Poland,2052,33864948
Sensitivity test: no migration,Person,Total,Total,Poland,2053,33685727
Sensitivity test: no migration,Person,Total,Total,Poland,2054,33505716
Sensitivity test: no migration,Person,Total,Total,Poland,2055,33324634
Sensitivity test: no migration,Person,Total,Total,Poland,2056,33142104
Sensitivity test: no migration,Person,Total,Total,Poland,2057,32957767
Sensitivity test: no migration,Person,Total,Total,Poland,2058,32771228
Sensitivity test: no migration,Person,Total,Total,Poland,2059,32582087
Sensitivity test: no migration,Person,Total,Total,Poland,2060,32389989
Sensitivity test: no migration,Person,Total,Total,Poland,2061,32194626
Sensitivity test: no migration,Person,Total,Total,Poland,2062,31995728
Sensitivity test: no migration,Person,Total,Total,Poland,2063,31793085
Sensitivity test: no migration,Person,Total,Total,Poland,2064,31586590
Sensitivity test: no migration,Person,Total,Total,Poland,2065,31376265
Sensitivity test: no migration,Person,Total,Total,Poland,2066,31162202
Sensitivity test: no migration,Person,Total,Total,Poland,2067,30944622
Sensitivity test: no migration,Person,Total,Total,Poland,2068,30723815
Sensitivity test: no migration,Person,Total,Total,Poland,2069,30500163
Sensitivity test: no migration,Person,Total,Total,Poland,2070,30274140
Sensitivity test: no migration,Person,Total,Total,Poland,2071,30046270
Sensitivity test: no migration,Person,Total,Total,Poland,2072,29817165
Sensitivity test: no migration,Person,Total,Total,Poland,2073,29587474
Sensitivity test: no migration,Person,Total,Total,Poland,2074,29357870
Sensitivity test: no migration,Person,Total,Total,Poland,2075,29129036
Sensitivity test: no migration,Person,Total,Total,Poland,2076,28901668
Sensitivity test: no migration,Person,Total,Total,Poland,2077,28676441
Sensitivity test: no migration,Person,Total,Total,Poland,2078,28454071
Sensitivity test: no migration,Person,Total,Total,Poland,2079,28235189
Sensitivity test: no migration,Person,Total,Total,Poland,2080,28020346
Sensitivity test: no migration,Person,Total,Total,Poland,2081,27810074
Sensitivity test: no migration,Person,Total,Total,Poland,2082,27604852
Sensitivity test: no migration,Person,Total,Total,Poland,2083,27404970
Sensitivity test: no migration,Person,Total,Total,Poland,2084,27210709
Sensitivity test: no migration,Person,Total,Total,Poland,2085,27022349
Sensitivity test: no migration,Person,Total,Total,Poland,2086,26840021
Sensitivity test: no migration,Person,Total,Total,Poland,2087,26663733
Sensitivity test: no migration,Person,Total,Total,Poland,2088,26493353
Sensitivity test: no migration,Person,Total,Total,Poland,2089,26328629
Sensitivity test: no migration,Person,Total,Total,Poland,2090,26169273
Sensitivity test: no migration,Person,Total,Total,Poland,2091,26014919
Sensitivity test: no migration,Person,Total,Total,Poland,2092,25865175
Sensitivity test: no migration,Person,Total,Total,Poland,2093,25719609
Sensitivity test: no migration,Person,Total,Total,Poland,2094,25577680
Sensitivity test: no migration,Person,Total,Total,Poland,2095,25438773
Sensitivity test: no migration,Person,Total,Total,Poland,2096,25302323
Sensitivity test: no migration,Person,Total,Total,Poland,2097,25167677
Sensitivity test: no migration,Person,Total,Total,Poland,2098,25034270
Sensitivity test: no migration,Person,Total,Total,Poland,2099,24901578
Sensitivity test: no migration,Person,Total,Total,Poland,2100,24769104
Sensitivity test: no migration,Person,Total,Total,Portugal,2018,10291027
Sensitivity test: no migration,Person,Total,Total,Portugal,2019,10264962
Sensitivity test: no migration,Person,Total,Total,Portugal,2020,10238820
Sensitivity test: no migration,Person,Total,Total,Portugal,2021,10210729
Sensitivity test: no migration,Person,Total,Total,Portugal,2022,10180289
Sensitivity test: no migration,Person,Total,Total,Portugal,2023,10147740
Sensitivity test: no migration,Person,Total,Total,Portugal,2024,10113316
Sensitivity test: no migration,Person,Total,Total,Portugal,2025,10077272
Sensitivity test: no migration,Person,Total,Total,Portugal,2026,10039842
Sensitivity test: no migration,Person,Total,Total,Portugal,2027,10001255
Sensitivity test: no migration,Person,Total,Total,Portugal,2028,9961678
Sensitivity test: no migration,Person,Total,Total,Portugal,2029,9921232
Sensitivity test: no migration,Person,Total,Total,Portugal,2030,9879982
Sensitivity test: no migration,Person,Total,Total,Portugal,2031,9837914
Sensitivity test: no migration,Person,Total,Total,Portugal,2032,9794970
Sensitivity test: no migration,Person,Total,Total,Portugal,2033,9751036
Sensitivity test: no migration,Person,Total,Total,Portugal,2034,9705983
Sensitivity test: no migration,Person,Total,Total,Portugal,2035,9659690
Sensitivity test: no migration,Person,Total,Total,Portugal,2036,9612011
Sensitivity test: no migration,Person,Total,Total,Portugal,2037,9562828
Sensitivity test: no migration,Person,Total,Total,Portugal,2038,9512049
Sensitivity test: no migration,Person,Total,Total,Portugal,2039,9459609
Sensitivity test: no migration,Person,Total,Total,Portugal,2040,9405475
Sensitivity test: no migration,Person,Total,Total,Portugal,2041,9349622
Sensitivity test: no migration,Person,Total,Total,Portugal,2042,9292062
Sensitivity test: no migration,Person,Total,Total,Portugal,2043,9232811
Sensitivity test: no migration,Person,Total,Total,Portugal,2044,9171935
Sensitivity test: no migration,Person,Total,Total,Portugal,2045,9109499
Sensitivity test: no migration,Person,Total,Total,Portugal,2046,9045582
Sensitivity test: no migration,Person,Total,Total,Portugal,2047,8980279
Sensitivity test: no migration,Person,Total,Total,Portugal,2048,8913641
Sensitivity test: no migration,Person,Total,Total,Portugal,2049,8845732
Sensitivity test: no migration,Person,Total,Total,Portugal,2050,8776642
Sensitivity test: no migration,Person,Total,Total,Portugal,2051,8706454
Sensitivity test: no migration,Person,Total,Total,Portugal,2052,8635253
Sensitivity test: no migration,Person,Total,Total,Portugal,2053,8563112
Sensitivity test: no migration,Person,Total,Total,Portugal,2054,8490154
Sensitivity test: no migration,Person,Total,Total,Portugal,2055,8416473
Sensitivity test: no migration,Person,Total,Total,Portugal,2056,8342192
Sensitivity test: no migration,Person,Total,Total,Portugal,2057,8267435
Sensitivity test: no migration,Person,Total,Total,Portugal,2058,8192310
Sensitivity test: no migration,Person,Total,Total,Portugal,2059,8116906
Sensitivity test: no migration,Person,Total,Total,Portugal,2060,8041333
Sensitivity test: no migration,Person,Total,Total,Portugal,2061,7965684
Sensitivity test: no migration,Person,Total,Total,Portugal,2062,7890054
Sensitivity test: no migration,Person,Total,Total,Portugal,2063,7814509
Sensitivity test: no migration,Person,Total,Total,Portugal,2064,7739133
Sensitivity test: no migration,Person,Total,Total,Portugal,2065,7664034
Sensitivity test: no migration,Person,Total,Total,Portugal,2066,7589314
Sensitivity test: no migration,Person,Total,Total,Portugal,2067,7515118
Sensitivity test: no migration,Person,Total,Total,Portugal,2068,7441607
Sensitivity test: no migration,Person,Total,Total,Portugal,2069,7368949
Sensitivity test: no migration,Person,Total,Total,Portugal,2070,7297334
Sensitivity test: no migration,Person,Total,Total,Portugal,2071,7226924
Sensitivity test: no migration,Person,Total,Total,Portugal,2072,7157877
Sensitivity test: no migration,Person,Total,Total,Portugal,2073,7090325
Sensitivity test: no migration,Person,Total,Total,Portugal,2074,7024349
Sensitivity test: no migration,Person,Total,Total,Portugal,2075,6959998
Sensitivity test: no migration,Person,Total,Total,Portugal,2076,6897269
Sensitivity test: no migration,Person,Total,Total,Portugal,2077,6836158
Sensitivity test: no migration,Person,Total,Total,Portugal,2078,6776608
Sensitivity test: no migration,Person,Total,Total,Portugal,2079,6718526
Sensitivity test: no migration,Person,Total,Total,Portugal,2080,6661784
Sensitivity test: no migration,Person,Total,Total,Portugal,2081,6606236
Sensitivity test: no migration,Person,Total,Total,Portugal,2082,6551735
Sensitivity test: no migration,Person,Total,Total,Portugal,2083,6498123
Sensitivity test: no migration,Person,Total,Total,Portugal,2084,6445266
Sensitivity test: no migration,Person,Total,Total,Portugal,2085,6393027
Sensitivity test: no migration,Person,Total,Total,Portugal,2086,6341299
Sensitivity test: no migration,Person,Total,Total,Portugal,2087,6289973
Sensitivity test: no migration,Person,Total,Total,Portugal,2088,6238974
