"TIME","REP_AIRP","TRA_INFR","Value","Flag and Footnotes"
"2016","ADOLFO SUAREZ MADRID-BARAJAS airport","Passenger gates","228",""
"2016","MALAGA/COSTA DEL SOL airport","Airport runways","2",""
"2016","MALAGA/COSTA DEL SOL airport","Check-in facilities","159",""
"2016","MALAGA/COSTA DEL SOL airport","Check-in facilities - conventional desks","151",""
"2016","MALAGA/COSTA DEL SOL airport","Check-in facilities - self service kiosks","8",""
"2016","MALAGA/COSTA DEL SOL airport","Passenger gates","43",""
"2016","MENORCA airport","Airport runways","1",""
"2016","MENORCA airport","Check-in facilities","42",""
"2016","MENORCA airport","Check-in facilities - conventional desks","42",""
"2016","MENORCA airport","Check-in facilities - self service kiosks","0",""
"2016","MENORCA airport","Passenger gates","16",""
"2016","PALMA DE MALLORCA airport","Airport runways","2",""
"2016","PALMA DE MALLORCA airport","Check-in facilities","200",""
"2016","PALMA DE MALLORCA airport","Check-in facilities - conventional desks","198",""
"2016","PALMA DE MALLORCA airport","Check-in facilities - self service kiosks","2",""
"2016","PALMA DE MALLORCA airport","Passenger gates","84",""
"2016","VALENCIA airport","Airport runways","1",""
"2016","VALENCIA airport","Check-in facilities","65",""
"2016","VALENCIA airport","Check-in facilities - conventional desks","63",""
"2016","VALENCIA airport","Check-in facilities - self service kiosks","2",""
"2016","VALENCIA airport","Passenger gates","22",""
"2016","SEVILLA airport","Airport runways","1",""
"2016","SEVILLA airport","Check-in facilities","42",""
"2016","SEVILLA airport","Check-in facilities - conventional desks","42",""
"2016","SEVILLA airport","Check-in facilities - self service kiosks","0",""
"2016","SEVILLA airport","Passenger gates","15",""
"2016","LA REUNION-ROLAND GARROS airport","Airport runways","2",""
"2016","LA REUNION-ROLAND GARROS airport","Check-in facilities","21",""
"2016","LA REUNION-ROLAND GARROS airport","Check-in facilities - conventional desks","21",""
"2016","LA REUNION-ROLAND GARROS airport","Check-in facilities - self service kiosks","0",""
"2016","LA REUNION-ROLAND GARROS airport","Passenger gates","10",""
"2016","BORDEAUX-MERIGNAC airport","Airport runways","2",""
"2016","BORDEAUX-MERIGNAC airport","Check-in facilities","36",""
"2016","BORDEAUX-MERIGNAC airport","Check-in facilities - conventional desks","36",""
"2016","BORDEAUX-MERIGNAC airport","Check-in facilities - self service kiosks",":",""
"2016","BORDEAUX-MERIGNAC airport","Passenger gates","25",""
"2016","TOULOUSE/BLAGNAC airport","Airport runways","2",""
"2016","TOULOUSE/BLAGNAC airport","Check-in facilities","85",""
"2016","TOULOUSE/BLAGNAC airport","Check-in facilities - conventional desks","64",""
"2016","TOULOUSE/BLAGNAC airport","Check-in facilities - self service kiosks","21",""
"2016","TOULOUSE/BLAGNAC airport","Passenger gates","27",""
"2016","LYON SAINT-EXUPERY airport","Airport runways","2",""
"2016","LYON SAINT-EXUPERY airport","Check-in facilities","54",""
"2016","LYON SAINT-EXUPERY airport","Check-in facilities - conventional desks","54",""
"2016","LYON SAINT-EXUPERY airport","Check-in facilities - self service kiosks","0",""
"2016","LYON SAINT-EXUPERY airport","Passenger gates","70",""
"2016","MARSEILLE-PROVENCE airport","Airport runways","2",""
"2016","MARSEILLE-PROVENCE airport","Check-in facilities","123",""
"2016","MARSEILLE-PROVENCE airport","Check-in facilities - conventional desks","96",""
"2016","MARSEILLE-PROVENCE airport","Check-in facilities - self service kiosks","27",""
"2016","MARSEILLE-PROVENCE airport","Passenger gates","35",""
"2016","NICE-COTE D AZUR airport","Airport runways","2",""
"2016","NICE-COTE D AZUR airport","Check-in facilities","0",""
"2016","NICE-COTE D AZUR airport","Check-in facilities - conventional desks",":",""
"2016","NICE-COTE D AZUR airport","Check-in facilities - self service kiosks",":",""
"2016","NICE-COTE D AZUR airport","Passenger gates","0",""
"2016","MONTPELLIER MEDITERRANEE airport","Airport runways","2",""
"2016","MONTPELLIER MEDITERRANEE airport","Check-in facilities","0",""
"2016","MONTPELLIER MEDITERRANEE airport","Check-in facilities - conventional desks",":",""
"2016","MONTPELLIER MEDITERRANEE airport","Check-in facilities - self service kiosks",":",""
"2016","MONTPELLIER MEDITERRANEE airport","Passenger gates","0",""
"2016","PARIS-CHARLES DE GAULLE airport","Airport runways","4",""
"2016","PARIS-CHARLES DE GAULLE airport","Check-in facilities","420",""
"2016","PARIS-CHARLES DE GAULLE airport","Check-in facilities - conventional desks","420",""
"2016","PARIS-CHARLES DE GAULLE airport","Check-in facilities - self service kiosks","0",""
"2016","PARIS-CHARLES DE GAULLE airport","Passenger gates","180",""
"2016","PARIS-ORLY airport","Airport runways","3",""
"2016","PARIS-ORLY airport","Check-in facilities","220",""
"2016","PARIS-ORLY airport","Check-in facilities - conventional desks","220",""
"2016","PARIS-ORLY airport","Check-in facilities - self service kiosks","0",""
"2016","PARIS-ORLY airport","Passenger gates","137",""
"2016","NANTES ATLANTIQUE airport","Airport runways","1",""
"2016","NANTES ATLANTIQUE airport","Check-in facilities","32",""
"2016","NANTES ATLANTIQUE airport","Check-in facilities - conventional desks","32",""
"2016","NANTES ATLANTIQUE airport","Check-in facilities - self service kiosks","0",""
"2016","NANTES ATLANTIQUE airport","Passenger gates","19",""
"2016","BALE-MULHOUSE airport","Airport runways","2",""
"2016","BALE-MULHOUSE airport","Check-in facilities","0",""
"2016","BALE-MULHOUSE airport","Check-in facilities - conventional desks",":",""
"2016","BALE-MULHOUSE airport","Check-in facilities - self service kiosks",":",""
"2016","BALE-MULHOUSE airport","Passenger gates","0",""
"2016","STRASBOURG-ENTZHEIM airport","Airport runways","1",""
"2016","STRASBOURG-ENTZHEIM airport","Check-in facilities","23",""
"2016","STRASBOURG-ENTZHEIM airport","Check-in facilities - conventional desks","23",""
"2016","STRASBOURG-ENTZHEIM airport","Check-in facilities - self service kiosks","0",""
"2016","STRASBOURG-ENTZHEIM airport","Passenger gates","16",""
"2016","AIME CESAIRE/MARTINIQUE airport","Airport runways","1",""
"2016","AIME CESAIRE/MARTINIQUE airport","Check-in facilities","48",""
"2016","AIME CESAIRE/MARTINIQUE airport","Check-in facilities - conventional desks","39",""
"2016","AIME CESAIRE/MARTINIQUE airport","Check-in facilities - self service kiosks","9",""
"2016","AIME CESAIRE/MARTINIQUE airport","Passenger gates","11",""
"2016","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Airport runways","1",""
"2016","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Check-in facilities","42",""
"2016","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Check-in facilities - conventional desks","42",""
"2016","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Check-in facilities - self service kiosks","0",""
"2016","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Passenger gates","13",""
"2016","DUBROVNIK/CILIPI airport","Airport runways","1",""
"2016","DUBROVNIK/CILIPI airport","Check-in facilities","10",""
"2016","DUBROVNIK/CILIPI airport","Check-in facilities - conventional desks","10",""
"2016","DUBROVNIK/CILIPI airport","Check-in facilities - self service kiosks","0",""
"2016","DUBROVNIK/CILIPI airport","Passenger gates","8",""
"2016","PULA airport","Airport runways","1",""
"2016","PULA airport","Check-in facilities","16",""
"2016","PULA airport","Check-in facilities - conventional desks","16",""
"2016","PULA airport","Check-in facilities - self service kiosks","0",""
"2016","PULA airport","Passenger gates","5",""
"2016","RIJEKA/KRK airport","Airport runways","1",""
"2016","RIJEKA/KRK airport","Check-in facilities","10",""
"2016","RIJEKA/KRK airport","Check-in facilities - conventional desks","10",""
"2016","RIJEKA/KRK airport","Check-in facilities - self service kiosks","0",""
"2016","RIJEKA/KRK airport","Passenger gates","6",""
"2016","SPLIT/KASTELA airport","Airport runways","1",""
"2016","SPLIT/KASTELA airport","Check-in facilities","19",""
"2016","SPLIT/KASTELA airport","Check-in facilities - conventional desks","19",""
"2016","SPLIT/KASTELA airport","Check-in facilities - self service kiosks","0",""
"2016","SPLIT/KASTELA airport","Passenger gates","8",""
"2016","ZAGREB/FRANJO TUDJMAN airport","Airport runways","1",""
"2016","ZAGREB/FRANJO TUDJMAN airport","Check-in facilities","19",""
"2016","ZAGREB/FRANJO TUDJMAN airport","Check-in facilities - conventional desks","19",""
"2016","ZAGREB/FRANJO TUDJMAN airport","Check-in facilities - self service kiosks","0",""
"2016","ZAGREB/FRANJO TUDJMAN airport","Passenger gates","17",""
"2016","ZADAR/ZEMUNIK airport","Airport runways","2",""
"2016","ZADAR/ZEMUNIK airport","Check-in facilities","4",""
"2016","ZADAR/ZEMUNIK airport","Check-in facilities - conventional desks","4",""
"2016","ZADAR/ZEMUNIK airport","Check-in facilities - self service kiosks","0",""
"2016","ZADAR/ZEMUNIK airport","Passenger gates","4",""
"2016","BARI/PALESE airport","Airport runways",":",""
"2016","BARI/PALESE airport","Check-in facilities",":",""
"2016","BARI/PALESE airport","Check-in facilities - conventional desks",":",""
"2016","BARI/PALESE airport","Check-in facilities - self service kiosks",":",""
"2016","BARI/PALESE airport","Passenger gates",":",""
"2016","BRINDISI/CASALE airport","Airport runways",":",""
"2016","BRINDISI/CASALE airport","Check-in facilities",":",""
"2016","BRINDISI/CASALE airport","Check-in facilities - conventional desks",":",""
"2016","BRINDISI/CASALE airport","Check-in facilities - self service kiosks",":",""
"2016","BRINDISI/CASALE airport","Passenger gates",":",""
"2016","LAMEZIA TERME airport","Airport runways",":",""
"2016","LAMEZIA TERME airport","Check-in facilities",":",""
"2016","LAMEZIA TERME airport","Check-in facilities - conventional desks",":",""
"2016","LAMEZIA TERME airport","Check-in facilities - self service kiosks",":",""
"2016","LAMEZIA TERME airport","Passenger gates",":",""
"2016","CATANIA/FONTANAROSSA airport","Airport runways","1",""
"2016","CATANIA/FONTANAROSSA airport","Check-in facilities","46",""
"2016","CATANIA/FONTANAROSSA airport","Check-in facilities - conventional desks","46",""
"2016","CATANIA/FONTANAROSSA airport","Check-in facilities - self service kiosks","0",""
"2016","CATANIA/FONTANAROSSA airport","Passenger gates","26",""
"2016","PALERMO/PUNTA RAISI airport","Airport runways","2",""
"2016","PALERMO/PUNTA RAISI airport","Check-in facilities","26",""
"2016","PALERMO/PUNTA RAISI airport","Check-in facilities - conventional desks","26",""
"2016","PALERMO/PUNTA RAISI airport","Check-in facilities - self service kiosks","0",""
"2016","PALERMO/PUNTA RAISI airport","Passenger gates","20",""
"2016","CAGLIARI/ELMAS airport","Airport runways","2",""
"2016","CAGLIARI/ELMAS airport","Check-in facilities","46",""
"2016","CAGLIARI/ELMAS airport","Check-in facilities - conventional desks","42",""
"2016","CAGLIARI/ELMAS airport","Check-in facilities - self service kiosks","4",""
"2016","CAGLIARI/ELMAS airport","Passenger gates","14",""
"2016","OLBIA/COSTA SMERALDA airport","Airport runways",":",""
"2016","OLBIA/COSTA SMERALDA airport","Check-in facilities",":",""
"2016","OLBIA/COSTA SMERALDA airport","Check-in facilities - conventional desks",":",""
"2016","OLBIA/COSTA SMERALDA airport","Check-in facilities - self service kiosks",":",""
"2016","OLBIA/COSTA SMERALDA airport","Passenger gates",":",""
"2016","MILANO/MALPENSA airport","Airport runways","2",""
"2016","MILANO/MALPENSA airport","Check-in facilities","332",""
"2016","MILANO/MALPENSA airport","Check-in facilities - conventional desks","332",""
"2016","MILANO/MALPENSA airport","Check-in facilities - self service kiosks","0",""
"2016","MILANO/MALPENSA airport","Passenger gates","112",""
"2016","BERGAMO/ORIO AL SERIO airport","Airport runways","2",""
"2016","BERGAMO/ORIO AL SERIO airport","Check-in facilities","35",""
"2016","BERGAMO/ORIO AL SERIO airport","Check-in facilities - conventional desks",":",""
"2016","BERGAMO/ORIO AL SERIO airport","Check-in facilities - self service kiosks",":",""
"2016","BERGAMO/ORIO AL SERIO airport","Passenger gates","26",""
"2016","TORINO/CASELLE airport","Airport runways","1",""
"2016","TORINO/CASELLE airport","Check-in facilities","60",""
"2016","TORINO/CASELLE airport","Check-in facilities - conventional desks","49",""
"2016","TORINO/CASELLE airport","Check-in facilities - self service kiosks","11",""
"2016","TORINO/CASELLE airport","Passenger gates","22",""
"2016","MILANO/LINATE airport","Airport runways","2",""
"2016","MILANO/LINATE airport","Check-in facilities","83",""
"2016","MILANO/LINATE airport","Check-in facilities - conventional desks","71",""
"2016","MILANO/LINATE airport","Check-in facilities - self service kiosks","12",""
"2016","MILANO/LINATE airport","Passenger gates","29",""
"2016","BOLOGNA/BORGO PANIGALE airport","Airport runways","1",""
"2016","BOLOGNA/BORGO PANIGALE airport","Check-in facilities","71",""
"2016","BOLOGNA/BORGO PANIGALE airport","Check-in facilities - conventional desks","64",""
"2016","BOLOGNA/BORGO PANIGALE airport","Check-in facilities - self service kiosks","7",""
"2016","BOLOGNA/BORGO PANIGALE airport","Passenger gates","22",""
"2016","TREVISO/S.ANGELO airport","Airport runways",":",""
"2016","TREVISO/S.ANGELO airport","Check-in facilities",":",""
"2016","TREVISO/S.ANGELO airport","Check-in facilities - conventional desks",":",""
"2016","TREVISO/S.ANGELO airport","Check-in facilities - self service kiosks",":",""
"2016","TREVISO/S.ANGELO airport","Passenger gates",":",""
"2016","VERONA/VILLAFRANCA airport","Airport runways","1",""
"2016","VERONA/VILLAFRANCA airport","Check-in facilities","40",""
"2016","VERONA/VILLAFRANCA airport","Check-in facilities - conventional desks","38",""
"2016","VERONA/VILLAFRANCA airport","Check-in facilities - self service kiosks","2",""
"2016","VERONA/VILLAFRANCA airport","Passenger gates","13",""
"2016","VENEZIA/TESSERA airport","Airport runways","2",""
"2016","VENEZIA/TESSERA airport","Check-in facilities","99",""
"2016","VENEZIA/TESSERA airport","Check-in facilities - conventional desks","79",""
"2016","VENEZIA/TESSERA airport","Check-in facilities - self service kiosks","20",""
"2016","VENEZIA/TESSERA airport","Passenger gates","28",""
"2016","ROMA/CIAMPINO airport","Airport runways",":",""
"2016","ROMA/CIAMPINO airport","Check-in facilities",":",""
"2016","ROMA/CIAMPINO airport","Check-in facilities - conventional desks",":",""
"2016","ROMA/CIAMPINO airport","Check-in facilities - self service kiosks",":",""
"2016","ROMA/CIAMPINO airport","Passenger gates",":",""
"2016","ROMA/FIUMICINO airport","Airport runways","4",""
"2016","ROMA/FIUMICINO airport","Check-in facilities","425",""
"2016","ROMA/FIUMICINO airport","Check-in facilities - conventional desks","355",""
"2016","ROMA/FIUMICINO airport","Check-in facilities - self service kiosks","70",""
"2016","ROMA/FIUMICINO airport","Passenger gates","83",""
"2016","NAPOLI/CAPODICHINO airport","Airport runways","1",""
"2016","NAPOLI/CAPODICHINO airport","Check-in facilities","58",""
"2016","NAPOLI/CAPODICHINO airport","Check-in facilities - conventional desks","56",""
"2016","NAPOLI/CAPODICHINO airport","Check-in facilities - self service kiosks","2",""
"2016","NAPOLI/CAPODICHINO airport","Passenger gates","22",""
"2016","PISA/S. GIUSTO airport","Airport runways",":",""
"2016","PISA/S. GIUSTO airport","Check-in facilities",":",""
"2016","PISA/S. GIUSTO airport","Check-in facilities - conventional desks",":",""
"2016","PISA/S. GIUSTO airport","Check-in facilities - self service kiosks",":",""
