"TIME","REP_AIRP","TRA_INFR","Value","Flag and Footnotes"
"2013","DUESSELDORF airport","Check-in facilities - self service kiosks",":",""
"2013","DUESSELDORF airport","Passenger gates","0",""
"2013","MUENCHEN airport","Airport runways","2",""
"2013","MUENCHEN airport","Check-in facilities","202",""
"2013","MUENCHEN airport","Check-in facilities - conventional desks","202",""
"2013","MUENCHEN airport","Check-in facilities - self service kiosks",":",""
"2013","MUENCHEN airport","Passenger gates","189",""
"2013","NUERNBERG airport","Airport runways","1",""
"2013","NUERNBERG airport","Check-in facilities","41",""
"2013","NUERNBERG airport","Check-in facilities - conventional desks","41",""
"2013","NUERNBERG airport","Check-in facilities - self service kiosks","0",""
"2013","NUERNBERG airport","Passenger gates","40",""
"2013","LEIPZIG/HALLE airport","Airport runways","1",""
"2013","LEIPZIG/HALLE airport","Check-in facilities","40",""
"2013","LEIPZIG/HALLE airport","Check-in facilities - conventional desks","40",""
"2013","LEIPZIG/HALLE airport","Check-in facilities - self service kiosks","0",""
"2013","LEIPZIG/HALLE airport","Passenger gates","11",""
"2013","STUTTGART airport","Airport runways","1",""
"2013","STUTTGART airport","Check-in facilities","78",""
"2013","STUTTGART airport","Check-in facilities - conventional desks","78",""
"2013","STUTTGART airport","Check-in facilities - self service kiosks","0",""
"2013","STUTTGART airport","Passenger gates","46",""
"2013","BERLIN-TEGEL airport","Airport runways","2",""
"2013","BERLIN-TEGEL airport","Check-in facilities","91",""
"2013","BERLIN-TEGEL airport","Check-in facilities - conventional desks","91",""
"2013","BERLIN-TEGEL airport","Check-in facilities - self service kiosks","0",""
"2013","BERLIN-TEGEL airport","Passenger gates","31",""
"2013","HANNOVER airport","Airport runways","3",""
"2013","HANNOVER airport","Check-in facilities","0",""
"2013","HANNOVER airport","Check-in facilities - conventional desks",":",""
"2013","HANNOVER airport","Check-in facilities - self service kiosks",":",""
"2013","HANNOVER airport","Passenger gates","25",""
"2013","BREMEN airport","Airport runways","2",""
"2013","BREMEN airport","Check-in facilities","0",""
"2013","BREMEN airport","Check-in facilities - conventional desks",":",""
"2013","BREMEN airport","Check-in facilities - self service kiosks",":",""
"2013","BREMEN airport","Passenger gates","0",""
"2013","LENNART MERI TALLINN airport","Airport runways","1",""
"2013","LENNART MERI TALLINN airport","Check-in facilities","35",""
"2013","LENNART MERI TALLINN airport","Check-in facilities - conventional desks","27",""
"2013","LENNART MERI TALLINN airport","Check-in facilities - self service kiosks","8",""
"2013","LENNART MERI TALLINN airport","Passenger gates","12",""
"2013","CORK airport","Airport runways","2",""
"2013","CORK airport","Check-in facilities","36",""
"2013","CORK airport","Check-in facilities - conventional desks","28",""
"2013","CORK airport","Check-in facilities - self service kiosks","8",""
"2013","CORK airport","Passenger gates","6",""
"2013","DUBLIN airport","Airport runways","2",""
"2013","DUBLIN airport","Check-in facilities","238",""
"2013","DUBLIN airport","Check-in facilities - conventional desks","202",""
"2013","DUBLIN airport","Check-in facilities - self service kiosks","36",""
"2013","DUBLIN airport","Passenger gates","123",""
"2013","KERRY airport","Airport runways",":",""
"2013","KERRY airport","Check-in facilities",":",""
"2013","KERRY airport","Check-in facilities - conventional desks",":",""
"2013","KERRY airport","Check-in facilities - self service kiosks",":",""
"2013","KERRY airport","Passenger gates",":",""
"2013","SHANNON airport","Airport runways","1",""
"2013","SHANNON airport","Check-in facilities","41",""
"2013","SHANNON airport","Check-in facilities - conventional desks","41",""
"2013","SHANNON airport","Check-in facilities - self service kiosks","0",""
"2013","SHANNON airport","Passenger gates","11",""
"2013","ATHINAI/ELEFTHERIOS VENIZELOS airport","Airport runways","2",""
"2013","ATHINAI/ELEFTHERIOS VENIZELOS airport","Check-in facilities","157",""
"2013","ATHINAI/ELEFTHERIOS VENIZELOS airport","Check-in facilities - conventional desks","157",""
"2013","ATHINAI/ELEFTHERIOS VENIZELOS airport","Check-in facilities - self service kiosks","0",""
"2013","ATHINAI/ELEFTHERIOS VENIZELOS airport","Passenger gates","79",""
"2013","ELEFSIS airport","Airport runways",":",""
"2013","ELEFSIS airport","Check-in facilities",":",""
"2013","ELEFSIS airport","Check-in facilities - conventional desks",":",""
"2013","ELEFSIS airport","Check-in facilities - self service kiosks",":",""
"2013","ELEFSIS airport","Passenger gates",":",""
"2013","IRAKLION/NIKOS KAZANTZAKIS airport","Airport runways","2",""
"2013","IRAKLION/NIKOS KAZANTZAKIS airport","Check-in facilities","35",""
"2013","IRAKLION/NIKOS KAZANTZAKIS airport","Check-in facilities - conventional desks","35",""
"2013","IRAKLION/NIKOS KAZANTZAKIS airport","Check-in facilities - self service kiosks","0",""
"2013","IRAKLION/NIKOS KAZANTZAKIS airport","Passenger gates","10",""
"2013","KOS/IPPOKRATIS airport","Airport runways","1",""
"2013","KOS/IPPOKRATIS airport","Check-in facilities","12",""
"2013","KOS/IPPOKRATIS airport","Check-in facilities - conventional desks","12",""
"2013","KOS/IPPOKRATIS airport","Check-in facilities - self service kiosks","0",""
"2013","KOS/IPPOKRATIS airport","Passenger gates","5",""
"2013","KERKIRA/IOANNIS KAPODISTRIAS airport","Airport runways","1",""
"2013","KERKIRA/IOANNIS KAPODISTRIAS airport","Check-in facilities","20",""
"2013","KERKIRA/IOANNIS KAPODISTRIAS airport","Check-in facilities - conventional desks","20",""
"2013","KERKIRA/IOANNIS KAPODISTRIAS airport","Check-in facilities - self service kiosks",":",""
"2013","KERKIRA/IOANNIS KAPODISTRIAS airport","Passenger gates","6",""
"2013","RODOS/DIAGORAS airport","Airport runways","1",""
"2013","RODOS/DIAGORAS airport","Check-in facilities","40",""
"2013","RODOS/DIAGORAS airport","Check-in facilities - conventional desks","40",""
"2013","RODOS/DIAGORAS airport","Check-in facilities - self service kiosks",":",""
"2013","RODOS/DIAGORAS airport","Passenger gates","16",""
"2013","THESSALONIKI/MAKEDONIA airport","Airport runways","2",""
"2013","THESSALONIKI/MAKEDONIA airport","Check-in facilities","34",""
"2013","THESSALONIKI/MAKEDONIA airport","Check-in facilities - conventional desks","34",""
"2013","THESSALONIKI/MAKEDONIA airport","Check-in facilities - self service kiosks","0",""
"2013","THESSALONIKI/MAKEDONIA airport","Passenger gates","24",""
"2013","FUERTEVENTURA airport","Airport runways","1",""
"2013","FUERTEVENTURA airport","Check-in facilities","63",""
"2013","FUERTEVENTURA airport","Check-in facilities - conventional desks","63",""
"2013","FUERTEVENTURA airport","Check-in facilities - self service kiosks","0",""
"2013","FUERTEVENTURA airport","Passenger gates","18",""
"2013","GRAN CANARIA airport","Airport runways","2",""
"2013","GRAN CANARIA airport","Check-in facilities","92",""
"2013","GRAN CANARIA airport","Check-in facilities - conventional desks","92",""
"2013","GRAN CANARIA airport","Check-in facilities - self service kiosks","0",""
"2013","GRAN CANARIA airport","Passenger gates","35",""
"2013","LANZAROTE airport","Airport runways","1",""
"2013","LANZAROTE airport","Check-in facilities","49",""
"2013","LANZAROTE airport","Check-in facilities - conventional desks","49",""
"2013","LANZAROTE airport","Check-in facilities - self service kiosks","0",""
"2013","LANZAROTE airport","Passenger gates","17",""
"2013","TENERIFE SUR/REINA SOFIA airport","Airport runways","1",""
"2013","TENERIFE SUR/REINA SOFIA airport","Check-in facilities","86",""
"2013","TENERIFE SUR/REINA SOFIA airport","Check-in facilities - conventional desks","86",""
"2013","TENERIFE SUR/REINA SOFIA airport","Check-in facilities - self service kiosks","0",""
"2013","TENERIFE SUR/REINA SOFIA airport","Passenger gates","20",""
"2013","TENERIFE NORTE airport","Airport runways","1",""
"2013","TENERIFE NORTE airport","Check-in facilities","37",""
"2013","TENERIFE NORTE airport","Check-in facilities - conventional desks","36",""
"2013","TENERIFE NORTE airport","Check-in facilities - self service kiosks","1",""
"2013","TENERIFE NORTE airport","Passenger gates","17",""
"2013","ALICANTE airport","Airport runways","1",""
"2013","ALICANTE airport","Check-in facilities","102",""
"2013","ALICANTE airport","Check-in facilities - conventional desks","96",""
"2013","ALICANTE airport","Check-in facilities - self service kiosks","6",""
"2013","ALICANTE airport","Passenger gates","26",""
"2013","BILBAO airport","Airport runways","2",""
"2013","BILBAO airport","Check-in facilities","38",""
"2013","BILBAO airport","Check-in facilities - conventional desks","36",""
"2013","BILBAO airport","Check-in facilities - self service kiosks","2",""
"2013","BILBAO airport","Passenger gates","14",""
"2013","BARCELONA/EL PRAT airport","Airport runways","3",""
"2013","BARCELONA/EL PRAT airport","Check-in facilities","405",""
"2013","BARCELONA/EL PRAT airport","Check-in facilities - conventional desks","340",""
"2013","BARCELONA/EL PRAT airport","Check-in facilities - self service kiosks","65",""
"2013","BARCELONA/EL PRAT airport","Passenger gates","160",""
"2013","IBIZA airport","Airport runways","1",""
"2013","IBIZA airport","Check-in facilities","70",""
"2013","IBIZA airport","Check-in facilities - conventional desks","70",""
"2013","IBIZA airport","Check-in facilities - self service kiosks",":",""
"2013","IBIZA airport","Passenger gates","17",""
"2013","ADOLFO SUAREZ MADRID-BARAJAS airport","Airport runways","4",""
"2013","ADOLFO SUAREZ MADRID-BARAJAS airport","Check-in facilities","493",""
"2013","ADOLFO SUAREZ MADRID-BARAJAS airport","Check-in facilities - conventional desks","401",""
"2013","ADOLFO SUAREZ MADRID-BARAJAS airport","Check-in facilities - self service kiosks","92",""
"2013","ADOLFO SUAREZ MADRID-BARAJAS airport","Passenger gates","224",""
"2013","MALAGA/COSTA DEL SOL airport","Airport runways","2",""
"2013","MALAGA/COSTA DEL SOL airport","Check-in facilities","159",""
"2013","MALAGA/COSTA DEL SOL airport","Check-in facilities - conventional desks","151",""
"2013","MALAGA/COSTA DEL SOL airport","Check-in facilities - self service kiosks","8",""
"2013","MALAGA/COSTA DEL SOL airport","Passenger gates","43",""
"2013","MENORCA airport","Airport runways","2",""
"2013","MENORCA airport","Check-in facilities","42",""
"2013","MENORCA airport","Check-in facilities - conventional desks","42",""
"2013","MENORCA airport","Check-in facilities - self service kiosks","0",""
"2013","MENORCA airport","Passenger gates","16",""
"2013","PALMA DE MALLORCA airport","Airport runways","2",""
"2013","PALMA DE MALLORCA airport","Check-in facilities","214",""
"2013","PALMA DE MALLORCA airport","Check-in facilities - conventional desks","200",""
"2013","PALMA DE MALLORCA airport","Check-in facilities - self service kiosks","14",""
"2013","PALMA DE MALLORCA airport","Passenger gates","83",""
"2013","VALENCIA airport","Airport runways","1",""
"2013","VALENCIA airport","Check-in facilities","65",""
"2013","VALENCIA airport","Check-in facilities - conventional desks","63",""
"2013","VALENCIA airport","Check-in facilities - self service kiosks","2",""
"2013","VALENCIA airport","Passenger gates","22",""
"2013","SEVILLA airport","Airport runways","1",""
"2013","SEVILLA airport","Check-in facilities","42",""
"2013","SEVILLA airport","Check-in facilities - conventional desks","42",""
"2013","SEVILLA airport","Check-in facilities - self service kiosks","0",""
"2013","SEVILLA airport","Passenger gates","15",""
"2013","LA REUNION-ROLAND GARROS airport","Airport runways","2",""
"2013","LA REUNION-ROLAND GARROS airport","Check-in facilities","21",""
"2013","LA REUNION-ROLAND GARROS airport","Check-in facilities - conventional desks","21",""
"2013","LA REUNION-ROLAND GARROS airport","Check-in facilities - self service kiosks","0",""
"2013","LA REUNION-ROLAND GARROS airport","Passenger gates","10",""
"2013","BORDEAUX-MERIGNAC airport","Airport runways","2",""
"2013","BORDEAUX-MERIGNAC airport","Check-in facilities","36",""
"2013","BORDEAUX-MERIGNAC airport","Check-in facilities - conventional desks","36",""
"2013","BORDEAUX-MERIGNAC airport","Check-in facilities - self service kiosks",":",""
"2013","BORDEAUX-MERIGNAC airport","Passenger gates","25",""
"2013","TOULOUSE/BLAGNAC airport","Airport runways","2",""
"2013","TOULOUSE/BLAGNAC airport","Check-in facilities","85",""
"2013","TOULOUSE/BLAGNAC airport","Check-in facilities - conventional desks","64",""
"2013","TOULOUSE/BLAGNAC airport","Check-in facilities - self service kiosks","21",""
"2013","TOULOUSE/BLAGNAC airport","Passenger gates","27",""
"2013","LYON SAINT-EXUPERY airport","Airport runways","2",""
"2013","LYON SAINT-EXUPERY airport","Check-in facilities","54",""
"2013","LYON SAINT-EXUPERY airport","Check-in facilities - conventional desks","54",""
"2013","LYON SAINT-EXUPERY airport","Check-in facilities - self service kiosks","0",""
"2013","LYON SAINT-EXUPERY airport","Passenger gates","70",""
"2013","MARSEILLE-PROVENCE airport","Airport runways","2",""
"2013","MARSEILLE-PROVENCE airport","Check-in facilities","123",""
"2013","MARSEILLE-PROVENCE airport","Check-in facilities - conventional desks","96",""
"2013","MARSEILLE-PROVENCE airport","Check-in facilities - self service kiosks","27",""
"2013","MARSEILLE-PROVENCE airport","Passenger gates","35",""
"2013","NICE-COTE D AZUR airport","Airport runways","2",""
"2013","NICE-COTE D AZUR airport","Check-in facilities","0",""
"2013","NICE-COTE D AZUR airport","Check-in facilities - conventional desks",":",""
"2013","NICE-COTE D AZUR airport","Check-in facilities - self service kiosks",":",""
"2013","NICE-COTE D AZUR airport","Passenger gates","0",""
"2013","MONTPELLIER MEDITERRANEE airport","Airport runways","2",""
"2013","MONTPELLIER MEDITERRANEE airport","Check-in facilities","0",""
"2013","MONTPELLIER MEDITERRANEE airport","Check-in facilities - conventional desks",":",""
"2013","MONTPELLIER MEDITERRANEE airport","Check-in facilities - self service kiosks",":",""
"2013","MONTPELLIER MEDITERRANEE airport","Passenger gates","0",""
"2013","PARIS-CHARLES DE GAULLE airport","Airport runways","4",""
"2013","PARIS-CHARLES DE GAULLE airport","Check-in facilities","420",""
"2013","PARIS-CHARLES DE GAULLE airport","Check-in facilities - conventional desks","420",""
"2013","PARIS-CHARLES DE GAULLE airport","Check-in facilities - self service kiosks","0",""
"2013","PARIS-CHARLES DE GAULLE airport","Passenger gates","180",""
"2013","PARIS-ORLY airport","Airport runways","3",""
"2013","PARIS-ORLY airport","Check-in facilities","220",""
"2013","PARIS-ORLY airport","Check-in facilities - conventional desks","220",""
"2013","PARIS-ORLY airport","Check-in facilities - self service kiosks","0",""
"2013","PARIS-ORLY airport","Passenger gates","137",""
"2013","NANTES ATLANTIQUE airport","Airport runways","1",""
"2013","NANTES ATLANTIQUE airport","Check-in facilities","32",""
"2013","NANTES ATLANTIQUE airport","Check-in facilities - conventional desks","32",""
"2013","NANTES ATLANTIQUE airport","Check-in facilities - self service kiosks","0",""
"2013","NANTES ATLANTIQUE airport","Passenger gates","19",""
"2013","BALE-MULHOUSE airport","Airport runways","2",""
"2013","BALE-MULHOUSE airport","Check-in facilities","48",""
"2013","BALE-MULHOUSE airport","Check-in facilities - conventional desks","39",""
"2013","BALE-MULHOUSE airport","Check-in facilities - self service kiosks","9",""
"2013","BALE-MULHOUSE airport","Passenger gates","11",""
"2013","STRASBOURG-ENTZHEIM airport","Airport runways","1",""
"2013","STRASBOURG-ENTZHEIM airport","Check-in facilities","23",""
"2013","STRASBOURG-ENTZHEIM airport","Check-in facilities - conventional desks","23",""
"2013","STRASBOURG-ENTZHEIM airport","Check-in facilities - self service kiosks","0",""
"2013","STRASBOURG-ENTZHEIM airport","Passenger gates","16",""
"2013","AIME CESAIRE/MARTINIQUE airport","Airport runways","1",""
"2013","AIME CESAIRE/MARTINIQUE airport","Check-in facilities","48",""
"2013","AIME CESAIRE/MARTINIQUE airport","Check-in facilities - conventional desks","39",""
"2013","AIME CESAIRE/MARTINIQUE airport","Check-in facilities - self service kiosks","9",""
"2013","AIME CESAIRE/MARTINIQUE airport","Passenger gates","11",""
"2013","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Airport runways","1",""
"2013","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Check-in facilities","42",""
"2013","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Check-in facilities - conventional desks","42",""
"2013","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Check-in facilities - self service kiosks","0",""
"2013","POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport","Passenger gates","13",""
"2013","DUBROVNIK/CILIPI airport","Airport runways","1",""
"2013","DUBROVNIK/CILIPI airport","Check-in facilities","10",""
"2013","DUBROVNIK/CILIPI airport","Check-in facilities - conventional desks","10",""
"2013","DUBROVNIK/CILIPI airport","Check-in facilities - self service kiosks","0",""
"2013","DUBROVNIK/CILIPI airport","Passenger gates","8",""
"2013","PULA airport","Airport runways","1",""
"2013","PULA airport","Check-in facilities","16",""
"2013","PULA airport","Check-in facilities - conventional desks","16",""
"2013","PULA airport","Check-in facilities - self service kiosks","0",""
"2013","PULA airport","Passenger gates","5",""
"2013","RIJEKA/KRK airport","Airport runways","1",""
"2013","RIJEKA/KRK airport","Check-in facilities","10",""
"2013","RIJEKA/KRK airport","Check-in facilities - conventional desks","10",""
"2013","RIJEKA/KRK airport","Check-in facilities - self service kiosks","0",""
"2013","RIJEKA/KRK airport","Passenger gates","6",""
"2013","SPLIT/KASTELA airport","Airport runways","1",""
"2013","SPLIT/KASTELA airport","Check-in facilities","19",""
"2013","SPLIT/KASTELA airport","Check-in facilities - conventional desks","19",""
"2013","SPLIT/KASTELA airport","Check-in facilities - self service kiosks","0",""
"2013","SPLIT/KASTELA airport","Passenger gates","8",""
"2013","ZAGREB/FRANJO TUDJMAN airport","Airport runways","1",""
"2013","ZAGREB/FRANJO TUDJMAN airport","Check-in facilities","19",""
"2013","ZAGREB/FRANJO TUDJMAN airport","Check-in facilities - conventional desks","19",""
"2013","ZAGREB/FRANJO TUDJMAN airport","Check-in facilities - self service kiosks","0",""
"2013","ZAGREB/FRANJO TUDJMAN airport","Passenger gates","17",""
"2013","ZADAR/ZEMUNIK airport","Airport runways","2",""
"2013","ZADAR/ZEMUNIK airport","Check-in facilities","4",""
"2013","ZADAR/ZEMUNIK airport","Check-in facilities - conventional desks","4",""
"2013","ZADAR/ZEMUNIK airport","Check-in facilities - self service kiosks","0",""
"2013","ZADAR/ZEMUNIK airport","Passenger gates","4",""
"2013","BARI/PALESE airport","Airport runways",":",""
"2013","BARI/PALESE airport","Check-in facilities",":",""
"2013","BARI/PALESE airport","Check-in facilities - conventional desks",":",""
"2013","BARI/PALESE airport","Check-in facilities - self service kiosks",":",""
"2013","BARI/PALESE airport","Passenger gates",":",""
"2013","BRINDISI/CASALE airport","Airport runways",":",""
"2013","BRINDISI/CASALE airport","Check-in facilities",":",""
"2013","BRINDISI/CASALE airport","Check-in facilities - conventional desks",":",""
"2013","BRINDISI/CASALE airport","Check-in facilities - self service kiosks",":",""
"2013","BRINDISI/CASALE airport","Passenger gates",":",""
"2013","LAMEZIA TERME airport","Airport runways",":",""
"2013","LAMEZIA TERME airport","Check-in facilities",":",""
"2013","LAMEZIA TERME airport","Check-in facilities - conventional desks",":",""
"2013","LAMEZIA TERME airport","Check-in facilities - self service kiosks",":",""
"2013","LAMEZIA TERME airport","Passenger gates",":",""
"2013","CATANIA/FONTANAROSSA airport","Airport runways","1",""
"2013","CATANIA/FONTANAROSSA airport","Check-in facilities","46",""
"2013","CATANIA/FONTANAROSSA airport","Check-in facilities - conventional desks","46",""
"2013","CATANIA/FONTANAROSSA airport","Check-in facilities - self service kiosks","0",""
"2013","CATANIA/FONTANAROSSA airport","Passenger gates","26",""
"2013","PALERMO/PUNTA RAISI airport","Airport runways","2",""
"2013","PALERMO/PUNTA RAISI airport","Check-in facilities","24",""
"2013","PALERMO/PUNTA RAISI airport","Check-in facilities - conventional desks","24",""
"2013","PALERMO/PUNTA RAISI airport","Check-in facilities - self service kiosks","0",""
"2013","PALERMO/PUNTA RAISI airport","Passenger gates","20",""
"2013","CAGLIARI/ELMAS airport","Airport runways","2",""
"2013","CAGLIARI/ELMAS airport","Check-in facilities","46",""
"2013","CAGLIARI/ELMAS airport","Check-in facilities - conventional desks","42",""
"2013","CAGLIARI/ELMAS airport","Check-in facilities - self service kiosks","4",""
"2013","CAGLIARI/ELMAS airport","Passenger gates","14",""
"2013","OLBIA/COSTA SMERALDA airport","Airport runways",":",""
"2013","OLBIA/COSTA SMERALDA airport","Check-in facilities",":",""
"2013","OLBIA/COSTA SMERALDA airport","Check-in facilities - conventional desks",":",""
"2013","OLBIA/COSTA SMERALDA airport","Check-in facilities - self service kiosks",":",""
"2013","OLBIA/COSTA SMERALDA airport","Passenger gates",":",""
"2013","MILANO/MALPENSA airport","Airport runways","2",""
"2013","MILANO/MALPENSA airport","Check-in facilities","271",""
"2013","MILANO/MALPENSA airport","Check-in facilities - conventional desks","271",""
"2013","MILANO/MALPENSA airport","Check-in facilities - self service kiosks","0",""
"2013","MILANO/MALPENSA airport","Passenger gates","103",""
"2013","BERGAMO/ORIO AL SERIO airport","Airport runways","2",""
"2013","BERGAMO/ORIO AL SERIO airport","Check-in facilities","26",""
"2013","BERGAMO/ORIO AL SERIO airport","Check-in facilities - conventional desks","26",""
"2013","BERGAMO/ORIO AL SERIO airport","Check-in facilities - self service kiosks","0",""
"2013","BERGAMO/ORIO AL SERIO airport","Passenger gates","23",""
"2013","TORINO/CASELLE airport","Airport runways","1",""
"2013","TORINO/CASELLE airport","Check-in facilities","60",""
"2013","TORINO/CASELLE airport","Check-in facilities - conventional desks","49",""
"2013","TORINO/CASELLE airport","Check-in facilities - self service kiosks","11",""
"2013","TORINO/CASELLE airport","Passenger gates","18",""
"2013","MILANO/LINATE airport","Airport runways","2",""
"2013","MILANO/LINATE airport","Check-in facilities","71",""
"2013","MILANO/LINATE airport","Check-in facilities - conventional desks","71",""
"2013","MILANO/LINATE airport","Check-in facilities - self service kiosks","0",""
"2013","MILANO/LINATE airport","Passenger gates","24",""
"2013","BOLOGNA/BORGO PANIGALE airport","Airport runways","1",""
"2013","BOLOGNA/BORGO PANIGALE airport","Check-in facilities","71",""
"2013","BOLOGNA/BORGO PANIGALE airport","Check-in facilities - conventional desks","64",""
"2013","BOLOGNA/BORGO PANIGALE airport","Check-in facilities - self service kiosks","7",""
"2013","BOLOGNA/BORGO PANIGALE airport","Passenger gates","20",""
"2013","TREVISO/S.ANGELO airport","Airport runways",":",""
"2013","TREVISO/S.ANGELO airport","Check-in facilities",":",""
"2013","TREVISO/S.ANGELO airport","Check-in facilities - conventional desks",":",""
"2013","TREVISO/S.ANGELO airport","Check-in facilities - self service kiosks",":",""
"2013","TREVISO/S.ANGELO airport","Passenger gates",":",""
"2013","VERONA/VILLAFRANCA airport","Airport runways","1",""
"2013","VERONA/VILLAFRANCA airport","Check-in facilities","40",""
"2013","VERONA/VILLAFRANCA airport","Check-in facilities - conventional desks","38",""
"2013","VERONA/VILLAFRANCA airport","Check-in facilities - self service kiosks","2",""
"2013","VERONA/VILLAFRANCA airport","Passenger gates","13",""
"2013","VENEZIA/TESSERA airport","Airport runways","2",""
"2013","VENEZIA/TESSERA airport","Check-in facilities","98",""
"2013","VENEZIA/TESSERA airport","Check-in facilities - conventional desks","78",""
"2013","VENEZIA/TESSERA airport","Check-in facilities - self service kiosks","20",""
"2013","VENEZIA/TESSERA airport","Passenger gates","28",""
"2013","ROMA/CIAMPINO airport","Airport runways",":",""
"2013","ROMA/CIAMPINO airport","Check-in facilities",":",""
"2013","ROMA/CIAMPINO airport","Check-in facilities - conventional desks",":",""
"2013","ROMA/CIAMPINO airport","Check-in facilities - self service kiosks",":",""
"2013","ROMA/CIAMPINO airport","Passenger gates",":",""
"2013","ROMA/FIUMICINO airport","Airport runways","3",""
"2013","ROMA/FIUMICINO airport","Check-in facilities","425",""
"2013","ROMA/FIUMICINO airport","Check-in facilities - conventional desks","355",""
"2013","ROMA/FIUMICINO airport","Check-in facilities - self service kiosks","70",""
"2013","ROMA/FIUMICINO airport","Passenger gates","83",""
"2013","NAPOLI/CAPODICHINO airport","Airport runways","1",""
"2013","NAPOLI/CAPODICHINO airport","Check-in facilities","58",""
"2013","NAPOLI/CAPODICHINO airport","Check-in facilities - conventional desks","56",""
"2013","NAPOLI/CAPODICHINO airport","Check-in facilities - self service kiosks","2",""
"2013","NAPOLI/CAPODICHINO airport","Passenger gates","18",""
"2013","PISA/S. GIUSTO airport","Airport runways",":",""
"2013","PISA/S. GIUSTO airport","Check-in facilities",":",""
"2013","PISA/S. GIUSTO airport","Check-in facilities - conventional desks",":",""
"2013","PISA/S. GIUSTO airport","Check-in facilities - self service kiosks",":",""
"2013","PISA/S. GIUSTO airport","Passenger gates",":",""
"2013","FIRENZE/PERETOLA airport","Airport runways",":",""
"2013","FIRENZE/PERETOLA airport","Check-in facilities",":",""
"2013","FIRENZE/PERETOLA airport","Check-in facilities - conventional desks",":",""
"2013","FIRENZE/PERETOLA airport","Check-in facilities - self service kiosks",":",""
"2013","FIRENZE/PERETOLA airport","Passenger gates",":",""
"2013","LARNAKA/INTL airport","Airport runways","1",""
"2013","LARNAKA/INTL airport","Check-in facilities","72",""
"2013","LARNAKA/INTL airport","Check-in facilities - conventional desks","64",""
"2013","LARNAKA/INTL airport","Check-in facilities - self service kiosks","8",""
"2013","LARNAKA/INTL airport","Passenger gates","19",""
"2013","PAFOS/INTL airport","Airport runways","1",""
"2013","PAFOS/INTL airport","Check-in facilities","28",""
"2013","PAFOS/INTL airport","Check-in facilities - conventional desks","28",""
"2013","PAFOS/INTL airport","Check-in facilities - self service kiosks","0",""
"2013","PAFOS/INTL airport","Passenger gates","6",""
"2013","RIGA airport","Airport runways","1",""
"2013","RIGA airport","Check-in facilities","42",""
"2013","RIGA airport","Check-in facilities - conventional desks","32",""
"2013","RIGA airport","Check-in facilities - self service kiosks","10",""
"2013","RIGA airport","Passenger gates","24",""
"2013","VILNIUS/INTERNATIONAL airport","Airport runways","1",""
"2013","VILNIUS/INTERNATIONAL airport","Check-in facilities","30",""
"2013","VILNIUS/INTERNATIONAL airport","Check-in facilities - conventional desks","30",""
"2013","VILNIUS/INTERNATIONAL airport","Check-in facilities - self service kiosks","0",""
"2013","VILNIUS/INTERNATIONAL airport","Passenger gates","14",""
"2013","LUXEMBOURG airport","Airport runways","1",""
"2013","LUXEMBOURG airport","Check-in facilities","0",""
"2013","LUXEMBOURG airport","Check-in facilities - conventional desks",":",""
"2013","LUXEMBOURG airport","Check-in facilities - self service kiosks",":",""
"2013","LUXEMBOURG airport","Passenger gates","0",""
"2013","BUDAPEST/LISZT FERENC INTERNATIONAL airport","Airport runways","2",""
"2013","BUDAPEST/LISZT FERENC INTERNATIONAL airport","Check-in facilities","80",""
"2013","BUDAPEST/LISZT FERENC INTERNATIONAL airport","Check-in facilities - conventional desks","58",""
"2013","BUDAPEST/LISZT FERENC INTERNATIONAL airport","Check-in facilities - self service kiosks","22",""
"2013","BUDAPEST/LISZT FERENC INTERNATIONAL airport","Passenger gates","36",""
"2013","LUQA airport","Airport runways",":",""
"2013","LUQA airport","Check-in facilities",":",""
"2013","LUQA airport","Check-in facilities - conventional desks",":",""
"2013","LUQA airport","Check-in facilities - self service kiosks",":",""
"2013","LUQA airport","Passenger gates",":",""
"2013","AMSTERDAM/SCHIPHOL airport","Airport runways","5",""
"2013","AMSTERDAM/SCHIPHOL airport","Check-in facilities","311",""
"2013","AMSTERDAM/SCHIPHOL airport","Check-in facilities - conventional desks","311",""
"2013","AMSTERDAM/SCHIPHOL airport","Check-in facilities - self service kiosks","0",""
"2013","AMSTERDAM/SCHIPHOL airport","Passenger gates","192",""
"2013","WIEN-SCHWECHAT airport","Airport runways","2",""
"2013","WIEN-SCHWECHAT airport","Check-in facilities","112",""
"2013","WIEN-SCHWECHAT airport","Check-in facilities - conventional desks","112",""
"2013","WIEN-SCHWECHAT airport","Check-in facilities - self service kiosks",":",""
"2013","WIEN-SCHWECHAT airport","Passenger gates","20",""
"2013","WARSZAWA/CHOPINA airport","Airport runways","2",""
"2013","WARSZAWA/CHOPINA airport","Check-in facilities","54",""
"2013","WARSZAWA/CHOPINA airport","Check-in facilities - conventional desks","54",""
"2013","WARSZAWA/CHOPINA airport","Check-in facilities - self service kiosks","0",""
"2013","WARSZAWA/CHOPINA airport","Passenger gates","13",""
